CompanyId,Industry,PeriodIndex,Revenue,COGS,GrossProfit,NetProfit,Purchases,Cash_Begin,Cash_End,Inventory_Begin,Inventory_End,AccountsReceivable,OtherAssets,TotalAssets,TotalLiabilities,TotalEquity,InventoryNetInflow,InventoryToAssetsBp,ReceivableToRevenueBp
MANU035,manufacturing,6,34457,25427,9030,2568,25328,9865,9004,7979,7880,4774,24532,46190,26954,19236,-99,1706,1385
MANU035,manufacturing,7,35334,26440,8894,2515,26766,9004,14436,7880,8206,5191,19532,47365,27639,19726,326,1733,1469
MANU035,manufacturing,8,36437,27118,9319,4718,27412,14436,11315,8206,8500,5260,23769,48844,28502,20342,294,1740,1444
MANU036,manufacturing,1,124728,87455,37273,12620,89939,21261,23500,20669,23153,27536,55559,129748,77476,52272,2484,1784,2208
MANU036,manufacturing,2,130158,90683,39475,15914,91462,23500,30137,23153,23932,28639,52688,135396,80848,54548,779,1768,2200
MANU036,manufacturing,3,133688,93159,40529,16892,94079,30137,34976,23932,24852,28193,51047,139068,83041,56027,920,1787,2109
MANU036,manufacturing,4,136128,94866,41262,15286,95590,34976,28463,24852,25576,30341,57226,141606,84557,57049,724,1806,2229
MANU036,manufacturing,5,141931,99290,42641,20770,99389,28463,25676,25576,25675,29304,66988,147643,88161,59482,99,1739,2065
MANU036,manufacturing,6,145826,102530,43296,22105,104014,25676,34530,25675,27159,31333,58673,151695,90581,61114,1484,1790,2149
MANU036,manufacturing,7,152742,106071,46671,11955,106720,34530,43691,27159,27808,33411,53979,158889,94877,64012,649,1750,2187
MANU036,manufacturing,8,157462,109913,47549,23982,111552,43691,15595,27808,29447,32873,85884,163799,97809,65990,1639,1798,2088
MANU037,manufacturing,1,94162,66055,28107,14976,68530,29131,30185,14831,17306,14191,62229,123911,67958,55953,2475,1397,1507
MANU037,manufacturing,2,98334,70129,28205,8316,70282,30185,27839,17306,17459,16219,67884,129401,70969,58432,153,1349,1649
MANU037,manufacturing,3,103040,72656,30384,16428,73525,27839,28800,17459,18328,16071,72395,135594,74366,61228,869,1352,1560
MANU037,manufacturing,4,105357,75017,30340,10340,75575,28800,16085,18328,18886,17898,85774,138643,76038,62605,558,1362,1699
MANU037,manufacturing,5,108097,77203,30894,14254,77617,16085,17280,18886,19300,18348,87321,142249,78015,64234,414,1357,1697
MANU037,manufacturing,6,110859,79020,31839,12790,79336,17280,40399,19300,19616,17918,67950,145883,80009,65874,316,1345,1616
MANU037,manufacturing,7,115629,82281,33348,10926,84099,40399,45298,19616,21434,18530,66898,152160,83451,68709,1818,1409,1603
MANU037,manufacturing,8,117853,83274,34579,17602,83437,45298,25576,21434,21597,18325,89589,155087,85056,70031,163,1393,1555
MANU038,manufacturing,1,66433,43855,22578,6445,43928,19010,19240,8653,8726,8719,49121,85806,51442,34364,73,1017,1312
MANU038,manufacturing,2,69524,45593,23931,11003,46116,19240,21889,8726,9249,9883,48778,89799,53836,35963,523,1030,1422
MANU038,manufacturing,3,72703,47556,25147,9633,47842,21889,28082,9249,9535,9938,46350,93905,56298,37607,286,1015,1367
MANU038,manufacturing,4,76933,49888,27045,12841,50750,28082,15966,9535,10397,10480,62525,99368,59573,39795,862,1046,1362
MANU038,manufacturing,5,80478,53091,27387,13944,52891,15966,24998,10397,10197,11551,57201,103947,62318,41629,-200,981,1435
MANU038,manufacturing,6,82877,54096,28781,15825,54769,24998,21537,10197,10870,11624,63015,107046,64176,42870,673,1015,1403
MANU038,manufacturing,7,84507,55736,28771,7343,55652,21537,16073,10870,10786,11161,71131,109151,65438,43713,-84,988,1321
MANU038,manufacturing,8,85746,56700,29046,14808,57424,16073,19126,10786,11510,10830,69285,110751,66397,44354,724,1039,1263
MANU039,manufacturing,1,49643,37574,12069,3904,38174,14740,16293,4853,5453,10319,25213,57278,34868,22410,600,952,2079
MANU039,manufacturing,2,51013,38364,12649,5598,38327,16293,13899,5453,5416,10663,28881,58859,35830,23029,-37,920,2090
MANU039,manufacturing,3,51860,38775,13085,6729,39183,13899,14265,5416,5824,9959,29788,59836,36425,23411,408,973,1920
MANU039,manufacturing,4,53606,40455,13151,6420,40376,14265,11994,5824,5745,10982,33130,61851,37652,24199,-79,929,2049
MANU039,manufacturing,5,54311,40505,13806,6054,40623,11994,8292,5745,5863,10732,37777,62664,38147,24517,118,936,1976
MANU039,manufacturing,6,54461,41307,13154,5896,41680,8292,20493,5863,6236,10732,25376,62837,38252,24585,373,992,1971
MANU039,manufacturing,7,55575,41708,13867,5962,41633,20493,20541,6236,6161,11024,26396,64122,39034,25088,-75,961,1984
MANU039,manufacturing,8,57563,43293,14270,4149,43413,20541,19488,6161,6281,12002,28645,66416,40431,25985,120,946,2085
MANU040,manufacturing,1,79395,58332,21063,9582,60015,14958,14546,11320,13003,16709,37274,81532,32895,48637,1683,1595,2105
MANU040,manufacturing,2,79924,58546,21378,9153,58732,14546,20401,13003,13189,17543,30942,82075,33114,48961,186,1607,2195
MANU040,manufacturing,3,80317,58968,21349,8911,59218,20401,15046,13189,13439,17627,36367,82479,33277,49202,250,1629,2195
MANU040,manufacturing,4,81360,60117,21243,8218,60259,15046,12212,13439,13581,17745,40012,83550,33710,49840,142,1625,2181
MANU040,manufacturing,5,82459,60844,21615,6922,60911,12212,18016,13581,13648,17554,35460,84678,34165,50513,67,1612,2129
MANU040,manufacturing,6,85698,63235,22463,6740,63586,18016,17290,13648,13999,18136,38579,88004,35507,52497,351,1591,2116
MANU040,manufacturing,7,89109,65702,23407,8038,66037,17290,19556,13999,14334,19504,38113,91507,36920,54587,335,1566,2189
MANU040,manufacturing,8,92758,67381,25377,11104,68414,19556,16980,14334,15367,20273,42634,95254,38432,56822,1033,1613,2186
